번호,학과명,대출일자,입학년도,서명,출판년도,저자,출판사,청구기호,대출한 횟수
AJ1103855,생명공학전공,20141106,2009,심리학개론,1997,신응섭,博英社,150.1 심298신,2
AJ1106171,간호학부,20111206,2011,심리학개론,1997,신응섭,博英社,150.1 심298신,40
AJ1106171,간호학부,20111123,2011,심리학개론,1997,신응섭,博英社,150.1 심298신,40
AJ1106008,심리학전공,20110316,2011,심리학개론,1997,신응섭,博英社,150.1 심298신,31
AJ1104955,국어국문학전공,20110316,2009,심리학개론,1997,신응섭,博英社,150.1 심298신,38
AJ1105414,기계공학과,20140313,2010,공업수학,1994,O'Neil V,京文社,510.2462 O58A2K장,41
AJ1104538,화학공학전공,20140325,2010,공업수학,1995,O'Neil Peter V,喜重堂,620.00151 O58a3K신,7
AJ1105253,금융공학전공,20140526,2011,공업수학,2005,Jeffrey Alan,敎友社,510.2462 J46aK전,9
AJ1110688,전자공학전공,20141007,2014,공업수학,2005,Jeffrey Alan,敎友社,510.2462 J46aK전,6
AJ1107643,수학전공,20130430,2010,공업수학,2005,Jeffrey Alan,敎友社,510.2462 J46aK전,17
AJ1102873,기계공학과,20130524,2009,공업수학,2005,Jeffrey Alan,敎友社,510.2462 J46aK전,7
AJ1101489,기계공학과,20130226,2008,공업수학,2005,Jeffrey Alan,敎友社,510.2462 J46aK전,12
AJ1101377,기계공학과,20120501,2007,공업수학,2005,Jeffrey Alan,敎友社,510.2462 J46aK전,22
AJ1102777,전자공학전공,20120605,2009,공업수학,2005,Jeffrey Alan,敎友社,510.2462 J46aK전,26
AJ1103564,화학공학전공,20120517,2009,공업수학,2005,Jeffrey Alan,敎友社,510.2462 J46aK전,23
AJ1100208,화학공학전공,20110901,2005,공업수학,2005,Jeffrey Alan,敎友社,510.2462 J46aK전,25
AJ1100208,화학공학전공,20110914,2005,공업수학,2005,Jeffrey Alan,敎友社,510.2462 J46aK전,25
AJ1100485,건축공학전공,20111028,2006,공업수학,2005,Jeffrey Alan,敎友社,510.2462 J46aK전,14
AJ1100485,건축공학전공,20111014,2006,공업수학,2005,Jeffrey Alan,敎友社,510.2462 J46aK전,14
AJ1101536,전자공학전공,20110316,2008,공업수학,2005,Jeffrey Alan,敎友社,510.2462 J46aK전,25
AJ1101313,건축공학전공,20110322,2007,공업수학,2005,Jeffrey Alan,敎友社,510.2462 J46aK전,8
AJ1101536,전자공학전공,20110327,2008,공업수학,2005,Jeffrey Alan,敎友社,510.2462 J46aK전,25
AJ1105482,산업공학과,20140129,2011,공업수학,2005,O'Neil Peter V,북스힐,510.2462 O58a5K김,13
AJ1104601,기계공학과,20140312,2010,공업수학,2005,O'Neil Peter V,북스힐,510.2462 O58a5K김,10
AJ1101456,기계공학과,20140526,2008,공업수학,2005,O'Neil Peter V,북스힐,510.2462 O58a5K김,31
AJ1106272,전자공학전공,20130621,2011,공업수학,2005,O'Neil Peter V,북스힐,510.2462 O58a5K김,39
AJ1109660,전자공학전공,20130418,2013,공업수학,2005,O'Neil Peter V,북스힐,510.2462 O58a5K김,7
AJ1106305,기계공학과,20130319,2009,공업수학,2005,O'Neil Peter V,북스힐,510.2462 O58a5K김,41
AJ1103124,산업공학과,20130103,2009,공업수학,2005,O'Neil Peter V,북스힐,510.2462 O58a5K김,39
AJ1101897,건설시스템공학전공,20120522,2008,공업수학,2005,O'Neil Peter V,북스힐,510.2462 O58a5K김,3
AJ1101413,전자공학전공,20111213,2008,공업수학,2005,O'Neil Peter V,북스힐,510.2462 O58a5K김,11
AJ1101536,전자공학전공,20110930,2008,공업수학,2005,O'Neil Peter V,북스힐,510.2462 O58a5K김,25
AJ1103508,정보컴퓨터공학전공,20110914,2007,공업수학,2005,O'Neil Peter V,북스힐,510.2462 O58a5K김,14
AJ1102419,전자공학전공,20110902,2008,공업수학,2005,O'Neil Peter V,북스힐,510.2462 O58a5K김,37
AJ1101536,전자공학전공,20111012,2008,공업수학,2005,O'Neil Peter V,북스힐,510.2462 O58a5K김,25
AJ1101328,기계공학과,20110424,2007,공업수학,2005,O'Neil Peter V,북스힐,510.2462 O58a5K김,32
AJ1103441,기계공학과,20140326,2009,공업수학,2006,임헌찬,동일출판사,620.001 임94공,24
AJ1102336,전자공학전공,20110609,2008,공업수학,2006,임헌찬,동일출판사,620.001 임94공,30
AJ1102336,전자공학전공,20110526,2008,공업수학,2006,임헌찬,동일출판사,620.001 임94공,30
AJ1102928,전자공학전공,20130425,2009,공업수학,1997,O'Neil Peter V,喜重堂,510.2462 O58a4K김,4
AJ1103564,화학공학전공,20120602,2009,공업수학,1997,O'Neil Peter V,喜重堂,510.2462 O58a4K김,23
AJ1104483,화학공학전공,20140326,2010,공업수학,2002,Zil Dennis G,교보문고,620.00151 Z69aK황,24
AJ1104482,화학공학전공,20140325,2010,공업수학,2002,Zil Dennis G,교보문고,620.00151 Z69aK황,4
AJ1103658,기계공학과,20140324,2009,공업수학,2002,Zil Dennis G,교보문고,620.00151 Z69aK황,19
AJ1105947,기계공학과,20140610,2011,공업수학,2002,Zil Dennis G,교보문고,620.00151 Z69aK황,27
AJ1104078,기계공학과,20130305,2010,공업수학,2002,Zil Dennis G,교보문고,620.00151 Z69aK황,37
AJ1100919,기계공학과,20120322,2007,공업수학,2002,Zil Dennis G,교보문고,620.00151 Z69aK황,2
AJ1104854,전자공학전공,20130612,2010,공업수학,2004,김창근,敎友社,510.2462 공64김2,18
AJ1105414,기계공학과,20140422,2010,공업수학,2008,황재호,인터비젼,620.00151 황73공,41
AJ1103658,기계공학과,20140415,2009,공업수학,2008,황재호,인터비젼,620.00151 황73공,19
AJ1104299,전자공학전공,20110526,2010,공업수학,1999,Wylie C. Ray,시그마프레스,510 W938a6K권,25
AJ1103184,화학전공,20141107,2009,공업수학,2010,이준탁,한빛미디어,510.2462 이76공,20
AJ1105077,전자공학전공,20140228,2010,공업수학,2010,이준탁,한빛미디어,510.2462 이76공,25
AJ1103184,화학전공,20140919,2009,공업수학,2010,이준탁,한빛미디어,510.2462 이76공,20
AJ1103658,기계공학과,20140305,2009,공업수학,2010,이준탁,한빛미디어,510.2462 이76공,19
AJ1103986,기계공학과,20140408,2010,공업수학,2010,이준탁,한빛미디어,510.2462 이76공,26
AJ1106322,건설시스템공학전공,20141226,2011,공업수학,2010,이준탁,한빛미디어,510.2462 이76공,4
AJ1108158,전자공학전공,20130903,2013,공업수학,2010,이준탁,한빛미디어,510.2462 이76공,29
AJ1104078,기계공학과,20130306,2010,공업수학,2010,이준탁,한빛미디어,510.2462 이76공,37
AJ1109445,심리학전공,20141024,2013,안나 카레니나,1993,Tolstoi L.N,혜원출판사,808.8 혜664세,33
AJ1108995,물리학전공,20131007,2013,안나 카레니나,1993,Tolstoi L.N,혜원출판사,808.8 혜664세,2
AJ1108995,물리학전공,20130712,2013,안나 카레니나,1993,Tolstoi L.N,혜원출판사,808.8 혜664세,2
AJ1104266,심리학전공,20130312,2010,안나 카레니나,1993,Tolstoi L.N,혜원출판사,808.8 혜664세,19
AJ1104266,심리학전공,20130325,2010,안나 카레니나,1993,Tolstoi L.N,혜원출판사,808.8 혜664세,19
AJ1108330,영어영문학전공,20140312,2013,안나 카레니나,2009,TolstoyТолстой Лев Николаевич,민음사,808.8 세148민v.219,6
AJ1104311,의학전공,20141028,2010,안나 카레니나,2009,TolstoyТолстой Лев Николаевич,민음사,808.8 세148민v.219,16
AJ1100863,경영학전공,20140428,2007,안나 카레니나,2009,TolstoyТолстой Лев Николаевич,민음사,808.8 세148민v.219,24
AJ1104736,기계공학과,20141119,2010,안나 카레니나,2009,TolstoyТолстой Лев Николаевич,민음사,808.8 세148민v.219,13
AJ1106037,영어영문학전공,20140901,2011,안나 카레니나,2009,TolstoyТолстой Лев Николаевич,민음사,808.8 세148민v.219,28
AJ1100863,경영학전공,20140326,2007,안나 카레니나,2009,TolstoyТолстой Лев Николаевич,민음사,808.8 세148민v.219,24
AJ1105523,산업공학전공,20140113,2011,안나 카레니나,2009,TolstoyТолстой Лев Николаевич,민음사,808.8 세148민v.219,22
AJ1106515,화학공학전공,20131107,2011,안나 카레니나,2009,TolstoyТолстой Лев Николаевич,민음사,808.8 세148민v.219,15
AJ1106515,화학공학전공,20131025,2011,안나 카레니나,2009,TolstoyТолстой Лев Николаевич,민음사,808.8 세148민v.219,15
AJ1102107,불어불문학전공,20130905,2008,안나 카레니나,2009,TolstoyТолстой Лев Николаевич,민음사,808.8 세148민v.219,28
AJ1106013,전자공학전공,20130527,2009,안나 카레니나,2009,TolstoyТолстой Лев Николаевич,민음사,808.8 세148민v.219,19
AJ1105478,전자공학전공,20130702,2011,안나 카레니나,2009,TolstoyТолстой Лев Николаевич,민음사,808.8 세148민v.219,39
AJ1103048,경제학전공,20120712,2009,안나 카레니나,2009,TolstoyТолстой Лев Николаевич,민음사,808.8 세148민v.219,26
AJ1102618,경제학전공,20140417,2009,안나 카레니나,1989,Tolstoi Lev Nikilaevich,일신서적,808.8 세148일 V.27-28,20
AJ1109058,물리학전공,20131024,2013,안나 카레니나,1989,Tolstoi Lev Nikilaevich,일신서적,808.8 세148일 V.27-28,29
AJ1102453,사회학전공,20131113,2009,안나 카레니나,1989,Tolstoi Lev Nikilaevich,일신서적,808.8 세148일 V.27-28,25
AJ1109058,물리학전공,20131106,2013,안나 카레니나,1989,Tolstoi Lev Nikilaevich,일신서적,808.8 세148일 V.27-28,29
AJ1102453,사회학전공,20131029,2009,안나 카레니나,1989,Tolstoi Lev Nikilaevich,일신서적,808.8 세148일 V.27-28,25
AJ1104311,의학전공,20141028,2010,안나 카레니나,2009,TolstoyТолстой Лев Николаевич,민음사,808.8 세148민v.220,16
AJ1100863,경영학전공,20140428,2007,안나 카레니나,2009,TolstoyТолстой Лев Николаевич,민음사,808.8 세148민v.220,24
AJ1106037,영어영문학전공,20140901,2011,안나 카레니나,2009,TolstoyТолстой Лев Николаевич,민음사,808.8 세148민v.220,28
AJ1105523,산업공학전공,20140113,2011,안나 카레니나,2009,TolstoyТолстой Лев Николаевич,민음사,808.8 세148민v.220,22
AJ1106013,전자공학전공,20130624,2009,안나 카레니나,2009,TolstoyТолстой Лев Николаевич,민음사,808.8 세148민v.220,19
AJ1102107,불어불문학전공,20130925,2008,안나 카레니나,2009,TolstoyТолстой Лев Николаевич,민음사,808.8 세148민v.220,28
AJ1102107,불어불문학전공,20131007,2008,안나 카레니나,2009,TolstoyТолстой Лев Николаевич,민음사,808.8 세148민v.220,28
AJ1106013,전자공학전공,20130610,2009,안나 카레니나,2009,TolstoyТолстой Лев Николаевич,민음사,808.8 세148민v.220,19
AJ1103048,경제학전공,20120712,2009,안나 카레니나,2009,TolstoyТолстой Лев Николаевич,민음사,808.8 세148민v.220,26
AJ1100666,신소재공학전공,20131129,2007,안나 카레니나,2013,Толстой Лев Николаевич,문학동네,891.7 T654aK박,30
AJ1100666,신소재공학전공,20131118,2007,안나 카레니나,2013,Толстой Лев Николаевич,문학동네,891.7 T654aK박,30
AJ1105523,산업공학전공,20140113,2011,안나 카레니나,2013,Толстой Лев Николаевич,문학동네,891.7 T654aK박,22
AJ1100666,신소재공학전공,20131108,2007,안나 카레니나,2013,Толстой Лев Николаевич,문학동네,891.7 T654aK박,30
AJ1105523,산업공학전공,20140113,2011,안나 카레니나,2009,TolstoyТолстой Лев Николаевич,민음사,808.8 세148민v.221,22
AJ1106013,전자공학전공,20130702,2009,안나 카레니나,2009,TolstoyТолстой Лев Николаевич,민음사,808.8 세148민v.221,19
AJ1107640,경제학전공,20141010,2012,厚生經濟學,1989,이만우,法文社,330.155 이32후,26
AJ1107770,행정학전공,20141011,2012,厚生經濟學,1989,이만우,法文社,330.155 이32후,31
AJ1100058,경제학전공,20131206,2004,厚生經濟學,1989,이만우,法文社,330.155 이32후,25
AJ1103077,경제학전공,20131210,2009,厚生經濟學,1989,이만우,法文社,330.155 이32후,15
AJ1104814,경제학전공,20131128,2010,厚生經濟學,1989,이만우,法文社,330.155 이32후,8
AJ1100230,경영학전공,20131017,2005,厚生經濟學,1989,이만우,法文社,330.155 이32후,17
AJ1105009,경제학전공,20121128,2011,厚生經濟學,1989,이만우,法文社,330.155 이32후,13
AJ1100132,산업공학과,20121209,2005,厚生經濟學,1989,이만우,法文社,330.155 이32후,16
AJ1106233,미디어학과,20121013,2011,厚生經濟學,1989,이만우,法文社,330.155 이32후,36
AJ1100648,경제학전공,20121014,2007,厚生經濟學,1989,이만우,法文社,330.155 이32후,17
AJ1106094,경제학전공,20121011,2011,厚生經濟學,1989,이만우,法文社,330.155 이32후,41
AJ1102483,경영학전공,20141008,2009,厚生經濟學,1999,이만우,태진출판사,330.155 이32후3,14
AJ1105573,경제학전공,20140905,2010,厚生經濟學,1999,이만우,태진출판사,330.155 이32후3,18
AJ1105515,경제학전공,20141110,2010,厚生經濟學,1999,이만우,태진출판사,330.155 이32후3,34
AJ1109447,행정학전공,20141007,2013,厚生經濟學,1999,이만우,태진출판사,330.155 이32후3,36
AJ1105573,경제학전공,20140929,2010,厚生經濟學,1999,이만우,태진출판사,330.155 이32후3,18
AJ1109447,행정학전공,20141204,2013,厚生經濟學,1999,이만우,태진출판사,330.155 이32후3,36
AJ1109264,경제학전공,20141008,2013,厚生經濟學,1999,이만우,태진출판사,330.155 이32후3,18
AJ1101437,경제학전공,20131217,2008,厚生經濟學,1999,이만우,태진출판사,330.155 이32후3,9
AJ1105009,경제학전공,20131203,2011,厚生經濟學,1999,이만우,태진출판사,330.155 이32후3,13
AJ1104814,경제학전공,20131128,2010,厚生經濟學,1999,이만우,태진출판사,330.155 이32후3,8
AJ1101437,경제학전공,20131204,2008,厚生經濟學,1999,이만우,태진출판사,330.155 이32후3,9
AJ1108289,경제학전공,20131010,2011,厚生經濟學,1999,이만우,태진출판사,330.155 이32후3,28
AJ1103621,경제학전공,20130911,2009,厚生經濟學,1999,이만우,태진출판사,330.155 이32후3,35
AJ1105444,경제학전공,20131012,2010,厚生經濟學,1999,이만우,태진출판사,330.155 이32후3,5
AJ1108289,경제학전공,20131001,2011,厚生經濟學,1999,이만우,태진출판사,330.155 이32후3,28
AJ1108289,경제학전공,20130916,2011,厚生經濟學,1999,이만우,태진출판사,330.155 이32후3,28
AJ1103621,경제학전공,20130922,2009,厚生經濟學,1999,이만우,태진출판사,330.155 이32후3,35
AJ1103374,경제학전공,20111217,2009,厚生經濟學,1999,이만우,태진출판사,330.155 이32후3,31
AJ1105118,생명공학전공,20121127,2010,생리학,1986,김구자,고려의학,612 C718CK김,27
AJ1105118,생명공학전공,20121114,2010,생리학,1986,김구자,고려의학,612 C718CK김,27
AJ1104913,간호학부,20110531,2010,생리학,1986,김구자,고려의학,612 C718CK김,13
AJ1110403,생명공학전공,20141201,2014,생리학,2003,Fox Stuart Ira,라이프사이언스,612 F794h7K박,3
AJ1107893,간호학부,20130611,2012,생리학,2003,Fox Stuart Ira,라이프사이언스,612 F794h7K박,6
AJ1106254,간호학부,20130911,2011,생리학,2003,Fox Stuart Ira,라이프사이언스,612 F794h7K박,23
AJ1107904,간호학부,20130401,2012,생리학,2003,Fox Stuart Ira,라이프사이언스,612 F794h7K박,28
AJ1107904,간호학부,20130318,2012,생리학,2003,Fox Stuart Ira,라이프사이언스,612 F794h7K박,28
AJ1107467,생명공학전공,20121205,2012,생리학,2003,Fox Stuart Ira,라이프사이언스,612 F794h7K박,22
AJ1103128,생명공학전공,20121006,2009,생리학,2003,Fox Stuart Ira,라이프사이언스,612 F794h7K박,32
AJ1107620,간호학부,20120413,2010,생리학,2003,Fox Stuart Ira,라이프사이언스,612 F794h7K박,26
AJ1105982,간호학부,20120605,2011,생리학,2003,Fox Stuart Ira,라이프사이언스,612 F794h7K박,24
AJ1107620,간호학부,20120427,2010,생리학,2003,Fox Stuart Ira,라이프사이언스,612 F794h7K박,26
AJ1105982,간호학부,20120619,2011,생리학,2003,Fox Stuart Ira,라이프사이언스,612 F794h7K박,24
AJ1104948,간호학부,20110609,2010,생리학,2003,Fox Stuart Ira,라이프사이언스,612 F794h7K박,21
AJ1104985,간호학부,20110407,2010,생리학,2003,Fox Stuart Ira,라이프사이언스,612 F794h7K박,7
AJ1105661,간호학부,20110324,2010,생리학,2003,Fox Stuart Ira,라이프사이언스,612 F794h7K박,26
AJ1104948,간호학부,20110530,2010,생리학,2003,Fox Stuart Ira,라이프사이언스,612 F794h7K박,21
AJ1104939,간호학부,20110511,2010,생리학,2003,Fox Stuart Ira,라이프사이언스,612 F794h7K박,35
AJ1110172,생명공학전공,20141201,2014,생리학,2008,Fox Stuart Ira,라이프사이언스,612 F794h10K박,37
AJ1107556,경영학전공,20140425,2012,생리학,2008,Fox Stuart Ira,라이프사이언스,612 F794h10K박,17
AJ1104916,전자공학전공,20150108,2010,생리학,2008,Fox Stuart Ira,라이프사이언스,612 F794h10K박,40
AJ1107556,경영학전공,20140521,2012,생리학,2008,Fox Stuart Ira,라이프사이언스,612 F794h10K박,17
AJ1109094,응용화학생명공학전공,20131016,2011,생리학,2008,Fox Stuart Ira,라이프사이언스,612 F794h10K박,2
AJ1105116,생명공학전공,20130923,2010,생리학,2008,Fox Stuart Ira,라이프사이언스,612 F794h10K박,11
AJ1107921,간호학부,20130611,2012,생리학,2008,Fox Stuart Ira,라이프사이언스,612 F794h10K박,5
AJ1107926,간호학부,20130401,2012,생리학,2008,Fox Stuart Ira,라이프사이언스,612 F794h10K박,21
AJ1105118,생명공학전공,20121127,2010,생리학,2008,Fox Stuart Ira,라이프사이언스,612 F794h10K박,27
AJ1107926,간호학부,20130318,2012,생리학,2008,Fox Stuart Ira,라이프사이언스,612 F794h10K박,21
AJ1105118,생명공학전공,20121114,2010,생리학,2008,Fox Stuart Ira,라이프사이언스,612 F794h10K박,27
AJ1106177,간호학부,20120424,2011,생리학,2008,Fox Stuart Ira,라이프사이언스,612 F794h10K박,15
AJ1106177,간호학부,20120508,2011,생리학,2008,Fox Stuart Ira,라이프사이언스,612 F794h10K박,15
AJ1106177,간호학부,20120327,2011,생리학,2008,Fox Stuart Ira,라이프사이언스,612 F794h10K박,15
AJ1106177,간호학부,20120409,2011,생리학,2008,Fox Stuart Ira,라이프사이언스,612 F794h10K박,15
AJ1106177,간호학부,20120313,2011,생리학,2008,Fox Stuart Ira,라이프사이언스,612 F794h10K박,15
AJ1105654,간호학부,20110513,2010,생리학,2008,Fox Stuart Ira,라이프사이언스,612 F794h10K박,6
AJ1111012,약학전공,20140418,2012,생리학,2005,Sherwood Lauralee,라이프사이언스,612 S554h5K강,7
